task,study,sub_id,model,param_name,param_value,optim_value,convergence,optimizer_run
Memory,Random Walks,3,SR,w_naught,0.09435173423012189,41.44527634495903,converged,8
Memory,Random Walks,3,SR,w_sr,0.42494355662767613,41.44527634495903,converged,8
Memory,Random Walks,3,SR,sr_gamma,0.7127588888033876,41.44527634495903,converged,8
Memory,Random Walks,4,Mem.,w_naught,0.03987137465567317,52.75776432050771,converged,10
Memory,Random Walks,4,Mem.,w_mem,-0.04260228973944398,52.75776432050771,converged,10
Memory,Random Walks,4,Mem. + SR,w_naught,0.05240611357498623,51.84298752135733,converged,11
Memory,Random Walks,4,Mem. + SR,w_mem,0.6585089790114649,51.84298752135733,converged,11
Memory,Random Walks,4,Mem. + SR,w_sr,-0.9176972798747316,51.84298752135733,converged,11
Memory,Random Walks,4,Mem. + SR,sr_gamma,0.2637986962883195,51.84298752135733,converged,11
Memory,Random Walks,4,SR,w_naught,0.04794695035180318,52.560755649830085,converged,21
Memory,Random Walks,4,SR,w_sr,-0.1577622116798911,52.560755649830085,converged,21
Memory,Random Walks,4,SR,sr_gamma,0.5026476147709501,52.560755649830085,converged,21
Memory,Random Walks,5,Mem.,w_naught,0.00591903815926659,52.86151543445639,converged,16
Memory,Random Walks,5,Mem.,w_mem,0.18477575866849433,52.86151543445639,converged,16
Memory,Random Walks,5,Mem. + SR,w_naught,0.01506807002426639,51.643189322534454,converged,17
Memory,Random Walks,5,Mem. + SR,w_mem,1.0260078217861512,51.643189322534454,converged,17
Memory,Random Walks,5,Mem. + SR,w_sr,-0.9888452307357118,51.643189322534454,converged,17
Memory,Random Walks,5,Mem. + SR,sr_gamma,0.20410507614994355,51.643189322534454,converged,17
Memory,Random Walks,5,SR,w_naught,0.01140772418026763,53.32135841707813,converged,21
Memory,Random Walks,5,SR,w_sr,0.11352207469030633,53.32135841707813,converged,21
Memory,Random Walks,5,SR,sr_gamma,4.502377306277494e-7,53.32135841707813,converged,21
Memory,Random Walks,6,Mem.,w_naught,0.0963426173426168,45.39896829413416,converged,8
